row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,product_id,product_name,quantity,sales_amount
3007,ORD1173,12-10-2023,22-10-2023,Second Class,CUST2579,Amit Brown,Consumer,India,London,,SSD,7,3255.02
3008,ORD2228,15-02-2024,20-02-2024,Standard Class,CUST3010,Priya Davis,Home Office,UK,London,P1007,Router,7,3492.05
3009,ORD2152,03-12-2024,05-12-2024,Second Class,CUST1151,Emily Johnson,Consumer,UK,Toronto,P1003,Mouse,4,4284.64
3010,ORD2493,03-05-2025,13-05-2025,First Class,CUST3173,Chris Miller,Consumer,UK,Mumbai,P1008,SSD,1,2505.15
3011,ORD1216,10-03-2024,18-03-2024,Same Day,CUST2936,Sarah Patel,Home Office,India,Delhi,P1005,Headphones,2,2475.82
3012,ORD2017,26-09-2023,05-10-2023,First Class,CUST3044,Priya Miller,Consumer,UK,London,P1008,SSD,9,1569.13
3013,ORD2099,29-08-2023,04-09-2023,Same Day,CUST1508,Michael Patel,Consumer,India,Pune,P1007,Router,10,1040.73
3014,ORD2427,25-01-2024,30-01-2024,Standard Class,CUST1609,Robert Gupta,Consumer,Germany,Pune,P1007,Router,10,2130.13
3015,ORD2198,12-08-2024,16-08-2024,First Class,CUST1978,Sneha Smith,Consumer,India,Bangalore,P1004,Monitor,9,2418.03
3016,ORD1443,10-02-2023,16-02-2023,Second Class,CUST3111,Chris Gupta,Corporate,USA,Bangalore,P1007,Router,6,4223.36
3017,ORD1364,09-03-2024,12-03-2024,Second Class,CUST3450,Sneha Wilson,Home Office,Canada,New York,P1001,Laptop,8,2545.7
3018,ORD1232,10-07-2023,19-07-2023,Same Day,CUST3420,Daniel Miller,Consumer,UK,London,P1003,Mouse,2,2287.69
3019,ORD2168,19-06-2023,22-06-2023,Second Class,CUST1338,Priya Gupta,Home Office,Canada,London,P1003,Mouse,1,3976.42
3020,ORD2162,28-10-2024,02-11-2024,First Class,CUST1227,Emily Patel,Corporate,Canada,Berlin,P1008,SSD,10,440.44
3021,ORD1615,28-07-2023,30-07-2023,First Class,CUST1867,David Patel,Consumer,UK,Bangalore,P1003,Mouse,9,4628.71
3022,ORD1156,12-03-2023,18-03-2023,First Class,CUST1129,Daniel Miller,Consumer,Canada,Delhi,P1008,SSD,1,3113.56
3023,ORD2055,05-02-2023,09-02-2023,First Class,CUST2846,Sneha Patel,Corporate,USA,New York,P1007,Router,4,1037.36
3024,ORD1205,21-02-2024,01-03-2024,Same Day,CUST1019,Chris Taylor,Home Office,UK,London,P1007,Router,1,2028.69
3025,ORD1557,22-08-2023,01-09-2023,First Class,CUST1434,John Johnson,Consumer,UK,Delhi,P1005,Headphones,8,3908.63
3026,ORD2214,30-04-2024,05-05-2024,First Class,CUST2140,Daniel Miller,Consumer,India,Mumbai,P1004,Monitor,2,4261.46
3027,ORD1145,01-06-2024,10-06-2024,Standard Class,CUST1877,Michael Miller,Consumer,UK,Berlin,P1007,Router,6,1090.18
3028,ORD1628,26-03-2025,04-04-2025,Standard Class,CUST1365,Emily Gupta,Consumer,USA,New York,P1002,Keyboard,8,1878.68
3029,ORD1108,20-10-2024,22-10-2024,First Class,CUST1660,Robert Brown,Corporate,UK,London,P1007,Router,5,2110.32
3030,ORD1333,04-01-2023,07-01-2023,Second Class,CUST2399,Anjali Wilson,Corporate,Germany,Delhi,P1002,Keyboard,3,3334.88
3031,ORD2166,19-10-2023,20-10-2023,Standard Class,CUST2821,Sarah Wilson,Consumer,UK,Toronto,P1008,SSD,7,4569.69
3032,ORD2278,15-12-2023,20-12-2023,Standard Class,CUST1207,Robert Smith,Consumer,UnknownCountry,Pune,P1008,SSD,1,2235.41
3033,ORD1732,21-04-2023,28-04-2023,First Class,CUST1546,Jane Wilson,Home Office,India,Delhi,P1004,Monitor,1,4567.52
3034,ORD1338,26-10-2023,28-10-2023,First Class,CUST2635,Jane Sharma,Home Office,India,London,P1008,SSD,7,1302.81
3035,ORD1175,25-06-2024,01-07-2024,Standard Class,CUST1785,Sarah Davis,Corporate,Canada,London,P1005,Headphones,1,745.37
3036,ORD1697,03-09-2024,05-09-2024,Same Day,CUST2308,Amit Johnson,Corporate,Germany,Pune,P1006,Printer,6,3648.78
3037,ORD2123,24-06-2023,04-07-2023,First Class,CUST1727,Anjali Wilson,Home Office,USA,Delhi,P1001,Laptop,2,4081.48
3038,ORD1237,20-10-2024,22-10-2024,Second Class,CUST3336,Rahul Miller,Corporate,Germany,Pune,P1005,Headphones,5,595.28
3039,ORD1014,08-02-2025,10-02-2025,First Class,CUST2625,Olivia Miller,Home Office,USA,Pune,P1004,Monitor,5,4280.87
3040,ORD1844,26-11-2023,29-11-2023,Standard Class,CUST1664,Daniel Smith,Consumer,Canada,New York,P1001,Laptop,1,803.13
3041,ORD2268,02-06-2024,07-06-2024,Same Day,CUST3061,Amit Taylor,Corporate,Canada,London,P1005,Headphones,10,1521.61
3042,ORD1151,08-12-2024,17-12-2024,Same Day,CUST1764,Chris Miller,Consumer,USA,Toronto,P1003,Mouse,8,4440.23
3043,ORD1669,13-09-2024,15-09-2024,First Class,CUST2118,Anjali Miller,Consumer,UK,Bangalore,P1007,Router,3,3610.65
3044,ORD2146,01-11-2024,02-11-2024,Standard Class,CUST1781,John Taylor,Corporate,USA,Bangalore,P1002,Keyboard,2,1828.55
3045,ORD2092,24-02-2025,27-02-2025,First Class,CUST1749,Amit Wilson,Home Office,India,Delhi,P1004,Monitor,3,4412.97
3046,ORD1515,09-02-2024,12-02-2024,Same Day,CUST1334,Sneha Davis,Consumer,India,Delhi,P1007,Router,6,1272.14
3047,ORD1518,12-06-2023,16-06-2023,Same Day,CUST1161,Daniel Gupta,Corporate,Canada,Mumbai,P1007,Router,5,3875.15
3048,ORD2267,19-01-2025,23-01-2025,Same Day,CUST2618,Olivia Gupta,Corporate,India,Berlin,P1008,SSD,8,4323.13
3049,ORD1153,10-02-2023,18-02-2023,Second Class,CUST2196,Daniel Smith,Consumer,USA,Bangalore,P1006,Printer,1,4418.23
3050,ORD1758,24-05-2025,26-05-2025,Same Day,CUST1592,David Gupta,Consumer,UK,New York,P1001,Laptop,3,2189.69
3051,ORD1592,08-03-2023,15-03-2023,Second Class,CUST2988,Daniel Sharma,Home Office,USA,London,P1004,Monitor,3,1136.68
3052,ORD2346,16-04-2023,25-04-2023,Second Class,CUST2561,Sneha Davis,Home Office,USA,Berlin,P1003,Mouse,9,3272
3053,ORD2056,22-01-2023,30-01-2023,First Class,CUST1739,Sneha Davis,Corporate,Canada,Bangalore,P1001,Laptop,2,2629.27
3054,ORD2233,12-01-2024,22-01-2024,Standard Class,CUST1330,Anjali Sharma,Home Office,Germany,Delhi,P1004,Monitor,2,3271.46
3055,ORD1652,13-09-2023,18-09-2023,Standard Class,CUST2417,,Home Office,India,Berlin,P1008,SSD,8,1906.03
3056,ORD2481,25-07-2024,03-08-2024,First Class,CUST3366,Rahul Miller,Corporate,USA,London,P1005,Headphones,8,1920.53
3057,ORD1852,22-12-2024,29-12-2024,Standard Class,CUST1973,Amit Smith,Corporate,Germany,London,P1003,Mouse,2,3073.89
3058,ORD1526,19-07-2024,24-07-2024,First Class,CUST1701,Michael Patel,Home Office,UK,London,P1006,Printer,2,1020.92
3059,ORD1386,25-12-2024,26-12-2024,Standard Class,CUST2437,David Johnson,Home Office,Canada,Bangalore,P1006,Printer,6,593.18
3060,ORD2441,12-04-2023,13-04-2023,Same Day,CUST2264,Emily Johnson,Home Office,USA,Toronto,P1007,Router,4,2039.42
3061,ORD1728,31-12-2099,31-01-2025,First Class,CUST1124,David Johnson,Corporate,USA,Berlin,P1001,Laptop,3,746.3
3062,ORD1534,18-05-2023,25-05-2023,Same Day,CUST1161,Anjali Davis,Home Office,USA,Bangalore,P1008,SSD,9,604.58
3063,ORD2056,24-03-2023,01-04-2023,Second Class,CUST2447,Daniel Wilson,Home Office,Canada,London,P1002,Keyboard,3,4773.38
3064,ORD1245,14-03-2023,17-03-2023,First Class,CUST3381,Robert Davis,Corporate,USA,Pune,P1008,SSD,2,1563.78
3065,ORD1421,02-09-2023,04-09-2023,Same Day,CUST1663,Sarah Smith,Corporate,UK,New York,P1001,Laptop,1,182.42
3066,ORD2090,08-04-2023,17-04-2023,Second Class,CUST2710,David Taylor,Corporate,India,Mumbai,P1001,Laptop,1,688.5
3067,ORD2025,06-06-2023,11-06-2023,First Class,CUST1097,Amit Johnson,Corporate,India,Delhi,P1002,Keyboard,9,1345.86
3068,ORD1865,06-03-2023,13-03-2023,Same Day,CUST1784,Michael Johnson,Corporate,Germany,Berlin,P1008,SSD,1,1087.64
3069,ORD1262,22-01-2023,27-01-2023,First Class,CUST3029,David Davis,Home Office,USA,New York,P1004,Monitor,5,692.06
3070,ORD1088,26-02-2024,03-03-2024,Standard Class,CUST1085,David Sharma,Consumer,India,Mumbai,P1002,Keyboard,5,597.1
3071,ORD1249,29-08-2023,04-09-2023,First Class,CUST2864,Rahul Wilson,Consumer,India,Berlin,P1006,Printer,3,3438.93
3072,ORD1261,26-11-2024,30-11-2024,Same Day,CUST2901,Michael Johnson,Corporate,Canada,Pune,P1006,Printer,9,4013.65
3073,ORD2228,15-02-2025,24-02-2025,Same Day,CUST3011,Robert Gupta,Home Office,Canada,London,P1008,SSD,2,1127.8
3074,ORD1983,20-04-2024,22-04-2024,Second Class,CUST3484,Amit Johnson,Home Office,Germany,Bangalore,P1003,Mouse,10,2309.53
3075,ORD2302,30-03-2025,02-04-2025,First Class,CUST3075,Priya Davis,Consumer,UK,London,P1001,Laptop,2,2955.3
3076,ORD1653,16-12-2023,25-12-2023,Standard Class,CUST2868,Daniel Davis,Corporate,India,Mumbai,P1007,Router,8,4811.11
3077,ORD2185,04-11-2024,11-11-2024,Standard Class,CUST2015,Sneha Johnson,Corporate,Canada,London,P1005,Headphones,9,1690.69
3078,ORD1394,05-08-2024,07-08-2024,Second Class,CUST2602,Anjali Brown,Consumer,UK,New York,P1006,Printer,5,3024.71
3079,ORD1482,20-08-2024,23-08-2024,Standard Class,CUST3308,Emily Wilson,Consumer,Canada,Bangalore,P1008,SSD,9,1604.37
3080,ORD1861,12-04-2024,13-04-2024,Standard Class,CUST2917,Sneha Johnson,Corporate,USA,Berlin,P1003,Mouse,9,3300.81
3081,ORD1380,26-02-2023,04-03-2023,First Class,CUST2378,Chris Davis,Home Office,UK,New York,P1006,Printer,5,4688
3082,ORD1073,05-04-2024,14-04-2024,Same Day,CUST2916,Anjali Taylor,Home Office,Germany,Delhi,P1007,Router,3,4876.03
3083,ORD1216,19-02-2025,20-02-2025,Same Day,CUST1572,Sneha Smith,Corporate,India,New York,P1001,Laptop,8,3811.08
3084,ORD1139,08-05-2023,11-05-2023,Same Day,CUST1432,Anjali Gupta,Corporate,Canada,Mumbai,P1005,Headphones,5,519.15
3085,ORD1047,11-12-2024,16-12-2024,Same Day,CUST2980,Jane Taylor,Corporate,UK,New York,P1007,Router,3,4801.65
3086,ORD1258,27-02-2025,04-03-2025,Same Day,CUST1242,,Home Office,Germany,Toronto,P1005,Headphones,8,456.71
3087,ORD1032,01-05-2023,10-05-2023,Same Day,CUST1056,Sarah Davis,Consumer,UK,Berlin,P1008,SSD,1,3480.04
3088,ORD2350,28-10-2023,01-11-2023,Same Day,CUST2000,Michael Wilson,Corporate,Canada,Berlin,P1001,Laptop,5,3023.56
3089,ORD2391,03-03-2023,07-03-2023,First Class,CUST1932,Amit Johnson,Corporate,Canada,Delhi,P1001,Laptop,5,2049.52
3090,ORD2174,14-06-2023,19-06-2023,Standard Class,CUST2157,Daniel Taylor,Consumer,India,Bangalore,P1008,SSD,1,511.56
3091,ORD1872,25-02-2025,02-03-2025,Second Class,CUST2013,Jane Wilson,Corporate,Canada,London,P1004,Monitor,2,2575.02
3092,ORD1255,20-06-2023,28-06-2023,Standard Class,CUST2944,John Smith,Consumer,UK,Bangalore,P1006,Printer,8,1390.52
3093,,13-05-2025,16-05-2025,Same Day,CUST2921,David Smith,Home Office,UK,Bangalore,,Printer,7,733.46
3094,ORD1187,15-06-2025,18-06-2025,Standard Class,CUST1299,Daniel Patel,Corporate,India,Pune,P1004,Monitor,2,2979.77
3095,ORD1055,17-10-2024,20-10-2024,Same Day,CUST1047,Priya Johnson,Consumer,Canada,Bangalore,P1001,Laptop,1,3931.09
3096,ORD1738,11-06-2025,14-06-2025,Standard Class,CUST2266,David Brown,Home Office,Canada,Berlin,P1003,Mouse,4,3753.9
3097,ORD1748,15-04-2025,19-04-2025,Second Class,CUST2294,Chris Sharma,Consumer,India,Toronto,P1005,Headphones,2,4818.44
3098,ORD1640,15-11-2024,25-11-2024,First Class,CUST1580,Robert Johnson,Home Office,UK,London,P1005,Headphones,6,1087.79
3099,ORD1648,02-07-2024,05-07-2024,Second Class,CUST2510,John Taylor,Consumer,UK,New York,P1007,Router,1,955.71
3100,ORD1392,17-05-2023,21-05-2023,First Class,CUST3429,Sarah Patel,Home Office,India,Bangalore,P1006,Printer,6,4385.68
3101,ORD1351,04-06-2024,13-06-2024,First Class,CUST1114,Olivia Gupta,Corporate,India,Berlin,P1001,Laptop,9,485.75
3102,ORD2405,07-10-2024,15-10-2024,First Class,CUST2061,Chris Wilson,Consumer,UK,Delhi,P1004,Monitor,5,3533.53
3103,ORD1969,19-05-2024,27-05-2024,First Class,CUST2168,Chris Wilson,Home Office,Canada,New York,P1008,SSD,10,1264.15
3104,ORD1626,13-03-2024,18-03-2024,Standard Class,CUST2780,John Sharma,Home Office,Germany,Delhi,P1001,Laptop,7,1523.37
3105,ORD1889,09-05-2023,17-05-2023,First Class,CUST1851,Priya Gupta,Home Office,USA,London,P1006,Printer,5,3283.46
3106,ORD1777,22-01-2023,01-02-2023,Second Class,CUST1496,John Wilson,Consumer,Canada,Delhi,P1002,Keyboard,6,1303.74
3107,ORD1725,18-01-2025,22-01-2025,Standard Class,CUST1379,Chris Sharma,Consumer,Germany,Bangalore,P1007,Router,3,4219.92
3108,ORD1517,24-04-2024,25-04-2024,Second Class,CUST2626,Michael Patel,Home Office,India,Berlin,P1008,SSD,5,1046.39
3109,ORD2404,08-02-2024,09-02-2024,Second Class,CUST2522,John Davis,Home Office,Germany,New York,P1004,Monitor,4,3386.23
3110,ORD2223,04-06-2024,13-06-2024,First Class,CUST1633,Priya Taylor,Home Office,UK,Delhi,P1005,Headphones,4,2165.53
3111,ORD2022,28-08-2024,01-01-2022,First Class,CUST2376,Olivia Wilson,Home Office,UK,London,P1007,Router,8,3678.58
3112,ORD1237,27-06-2023,05-07-2023,Standard Class,CUST3019,Anjali Wilson,Home Office,USA,Berlin,P1004,Monitor,2,2668.96
3113,ORD1271,20-05-2025,23-05-2025,Standard Class,CUST1661,Sarah Miller,Consumer,Canada,Delhi,P1005,Headphones,8,1967.94
3114,ORD1945,23-02-2024,28-02-2024,First Class,CUST1165,David Sharma,Corporate,UK,Pune,P1001,Laptop,2,858.68
3115,ORD1773,25-08-2023,03-09-2023,Standard Class,CUST1065,Emily Smith,Consumer,USA,Delhi,P1002,Keyboard,1,2410.3
3116,ORD2330,26-10-2023,01-11-2023,Second Class,CUST3154,Anjali Brown,Corporate,Canada,Berlin,P1006,Printer,8,3983.22
3117,ORD1373,31-07-2023,10-08-2023,First Class,CUST2085,Sarah Davis,Home Office,Canada,Bangalore,P1004,Monitor,3,3591.49
3118,ORD2065,10-08-2023,20-08-2023,Second Class,CUST1326,Daniel Patel,Consumer,India,Mumbai,P1007,Router,3,1927.81
3119,ORD2002,27-03-2024,30-03-2024,First Class,CUST1793,Olivia Wilson,Home Office,Germany,Toronto,P1002,Keyboard,10,3349.09
3120,ORD1783,20-03-2025,01-01-2022,Same Day,CUST1279,Emily Patel,Corporate,USA,Pune,P1004,Monitor,1,1812.68
3121,ORD1008,27-07-2024,06-08-2024,Standard Class,CUST3277,Priya Davis,Consumer,Germany,London,P1004,Monitor,1,2407.73
3122,ORD1429,11-05-2025,15-05-2025,Same Day,CUST1932,Jane Brown,Home Office,Canada,Bangalore,P1008,SSD,5,4709.64
3123,ORD1637,13-06-2024,19-06-2024,Second Class,CUST2859,Sneha Patel,Home Office,India,Delhi,P1001,Laptop,7,2743.35
3124,ORD1037,01-01-2023,11-01-2023,Same Day,CUST1617,Michael Smith,Home Office,Canada,Pune,P1001,Laptop,3,4721.65
3125,ORD1248,18-06-2024,28-06-2024,First Class,CUST1737,Sarah Miller,Home Office,UK,Toronto,P1005,Headphones,1,700.45
3126,ORD1429,19-03-2023,25-03-2023,First Class,CUST1470,Priya Patel,Corporate,Germany,Mumbai,P1008,SSD,4,878.38
3127,ORD1028,18-04-2025,27-04-2025,Same Day,CUST1012,Olivia Miller,Corporate,India,Berlin,P1001,Laptop,6,108.35
3128,ORD1572,05-05-2023,09-05-2023,Standard Class,CUST2817,Amit Taylor,Corporate,Canada,London,P1001,Laptop,9,3518.31
3129,ORD1992,29-11-2023,05-12-2023,Standard Class,CUST3407,Emily Miller,Consumer,UK,London,P1006,Printer,1,1518.55
3130,ORD1896,30-06-2023,04-07-2023,Same Day,CUST2193,Sneha Sharma,Consumer,Canada,Delhi,P1007,Router,9,2174.78
3131,ORD1694,17-04-2023,26-04-2023,First Class,CUST1550,John Wilson,Consumer,Germany,New York,P1002,Keyboard,6,4570.86
3132,ORD2396,06-12-2024,11-12-2024,Second Class,CUST1434,Priya Sharma,Corporate,USA,New York,P1007,Router,10,4355.61
3133,ORD2175,21-10-2023,23-10-2023,Same Day,CUST2839,David Smith,Corporate,Germany,Toronto,P1007,Router,10,2578.18
3134,ORD2426,05-05-2025,11-05-2025,Same Day,CUST2108,Rahul Johnson,Consumer,India,Toronto,P1006,Printer,7,2315.76
3135,ORD1309,31-12-2099,20-03-2024,Same Day,CUST1967,Sneha Miller,Corporate,Germany,London,P1002,Keyboard,4,2299.84
3136,ORD1107,16-03-2023,19-03-2023,Second Class,CUST1448,Robert Wilson,Corporate,Germany,Delhi,P1005,Headphones,5,4911.77
3137,ORD1898,13-07-2024,14-07-2024,Same Day,CUST1011,David Smith,Corporate,Germany,Bangalore,P1005,Headphones,7,1755.57
3138,ORD2042,08-05-2025,16-05-2025,Same Day,CUST3375,Michael Sharma,Home Office,Germany,Delhi,P1006,Printer,1,4176.71
3139,ORD1451,15-11-2024,18-11-2024,Second Class,CUST2402,Chris Gupta,Consumer,USA,London,P1008,SSD,7,4460.58
3140,ORD1378,16-03-2023,19-03-2023,Standard Class,CUST1110,Amit Patel,Corporate,Germany,London,P1004,Monitor,10,619.94
3141,ORD1479,26-05-2023,31-05-2023,First Class,CUST2590,Robert Smith,Consumer,Germany,Mumbai,P1003,Mouse,6,4588.52
3142,ORD2101,06-08-2023,13-08-2023,Second Class,CUST1126,Sarah Wilson,Consumer,USA,Toronto,P1001,Laptop,6,3288.47
3143,ORD1256,25-08-2024,03-09-2024,Same Day,CUST3195,David Miller,Home Office,Germany,Berlin,P1006,Printer,8,4091.02
3144,ORD1056,24-01-2025,01-02-2025,Same Day,CUST1180,John Gupta,Corporate,Canada,Pune,P1001,Laptop,5,3946.54
3145,ORD1506,11-06-2025,19-06-2025,Standard Class,CUST2137,Anjali Miller,Consumer,Canada,New York,P1001,Laptop,5,1025.03
3146,ORD2146,24-03-2024,26-03-2024,Second Class,CUST3063,Olivia Gupta,Corporate,USA,Pune,P1007,Router,6,4465.57
3147,ORD2449,16-05-2024,21-05-2024,First Class,CUST2044,Emily Taylor,Corporate,Canada,Pune,P1001,Laptop,9,788.74
3148,ORD2104,11-01-2025,19-01-2025,Standard Class,CUST2122,,Home Office,UK,Bangalore,P1005,Headphones,2,1290.93
3149,ORD2486,21-01-2025,31-01-2025,Second Class,CUST2713,Sarah Wilson,Home Office,Germany,Delhi,P1008,SSD,2,3183.31
3150,ORD1279,29-07-2023,02-08-2023,Standard Class,CUST2286,Rahul Smith,Consumer,Canada,Pune,P1003,Mouse,4,4312.77
3151,ORD1283,08-11-2024,09-11-2024,First Class,CUST3094,David Patel,Corporate,Canada,Berlin,P1005,Headphones,2,1848.72
3152,ORD2365,30-09-2023,02-10-2023,Same Day,CUST2599,John Wilson,Corporate,Canada,Bangalore,P1008,SSD,10,468.37
3153,ORD1202,16-02-2024,21-02-2024,Same Day,CUST2641,Priya Gupta,Corporate,UK,Berlin,P1006,Printer,7,1955.09
3154,ORD1515,07-05-2024,14-05-2024,First Class,CUST1514,John Taylor,Home Office,UK,Delhi,P1001,Laptop,10,2207.16
3155,ORD1674,25-11-2023,28-11-2023,Same Day,CUST2489,John Wilson,Home Office,Germany,Berlin,P1002,Keyboard,9,715.08
3156,ORD2143,28-05-2024,05-06-2024,Same Day,CUST2476,David Wilson,Consumer,USA,Mumbai,P1003,Mouse,7,431.17
3157,ORD2433,21-07-2024,27-07-2024,Same Day,CUST3487,Michael Miller,Home Office,Canada,Bangalore,P1001,Laptop,9,2187.38
3158,ORD2404,10-10-2023,11-10-2023,Same Day,CUST2961,Michael Wilson,Corporate,Canada,Bangalore,P1001,Laptop,10,235.24
3159,ORD1332,30-03-2025,01-04-2025,Second Class,CUST1227,Sarah Johnson,Home Office,USA,Bangalore,P1005,Headphones,4,4112.95
3160,ORD1161,22-04-2023,24-04-2023,Standard Class,CUST2640,Emily Wilson,Home Office,Germany,London,P1005,Headphones,6,2639.2
3161,ORD1654,16-01-2024,19-01-2024,First Class,CUST1628,Rahul Sharma,Consumer,UK,Pune,P1005,Headphones,5,1004.64
3162,ORD2246,13-04-2024,18-04-2024,Same Day,CUST3143,Sarah Patel,Consumer,Canada,Bangalore,P1006,Printer,9,2308.57
3163,ORD1182,03-11-2024,07-11-2024,First Class,CUST2627,Robert Miller,Corporate,USA,Bangalore,P1006,Printer,9,3574.64
3164,ORD2177,31-12-2099,08-01-2024,First Class,CUST1279,Priya Taylor,Consumer,UK,Toronto,P1007,Router,1,3477.88
3165,ORD2228,21-09-2024,01-10-2024,Same Day,CUST1528,David Sharma,Home Office,UK,Berlin,P1002,Keyboard,7,3533.22
3166,ORD1344,29-08-2024,02-09-2024,First Class,CUST1562,Robert Taylor,Corporate,India,Berlin,P1007,Router,10,2314.99
3167,ORD1889,07-05-2024,17-05-2024,Standard Class,CUST1016,Michael Gupta,Consumer,Germany,Mumbai,P1001,Laptop,10,1598.4
3168,ORD2475,28-01-2025,31-01-2025,Second Class,CUST3211,Sneha Gupta,Consumer,India,Delhi,P1001,Laptop,2,3890.44
3169,ORD1748,14-10-2024,16-10-2024,First Class,CUST2441,Anjali Sharma,Consumer,UK,New York,P1001,Laptop,7,3458.71
3170,ORD1308,06-02-2023,08-02-2023,First Class,CUST2740,Robert Davis,Home Office,USA,Bangalore,P1007,Router,6,230.52
3171,ORD1318,22-10-2023,26-10-2023,Invalid Mode,CUST1525,Emily Davis,Home Office,Germany,Pune,P1003,Mouse,5,121.74
3172,ORD1109,20-10-2024,28-10-2024,First Class,CUST3438,Chris Taylor,Corporate,India,New York,P1006,Printer,3,353.38
3173,ORD1579,25-06-2024,01-01-2022,First Class,CUST1201,Priya Wilson,Corporate,India,Bangalore,P1004,Monitor,4,4711.22
3174,ORD2055,25-02-2023,07-03-2023,Standard Class,CUST1572,David Wilson,Consumer,UK,Bangalore,P1008,SSD,2,169.04
3175,ORD2269,13-01-2023,01-01-2022,Standard Class,CUST3282,Michael Davis,Home Office,UK,Bangalore,P1008,SSD,3,3794.63
3176,ORD2001,01-05-2024,05-05-2024,Same Day,CUST2452,Emily Wilson,Corporate,Canada,Pune,P1008,SSD,8,680.01
3177,ORD1731,02-05-2024,06-05-2024,First Class,CUST2269,Amit Johnson,Corporate,Canada,Pune,P1006,Printer,3,4550.23
3178,ORD1832,14-03-2024,16-03-2024,Second Class,CUST3376,Sarah Miller,Home Office,USA,New York,P1006,Printer,3,2340.22
3179,ORD1104,02-05-2025,05-05-2025,First Class,CUST1241,Olivia Johnson,Consumer,UK,Bangalore,P1002,Keyboard,4,2868.5
3180,ORD1894,11-06-2023,19-06-2023,Second Class,CUST2179,Chris Gupta,Corporate,USA,Bangalore,P1006,Printer,10,395.86
3181,ORD1269,09-09-2024,19-09-2024,Second Class,CUST2842,Olivia Johnson,Home Office,Germany,Pune,P1001,Laptop,3,4932.67
3182,ORD1709,05-09-2024,09-09-2024,First Class,CUST2892,Sneha Johnson,Corporate,USA,Pune,P1006,Printer,2,2136.04
3183,ORD2379,11-07-2023,14-07-2023,Same Day,CUST2332,Rahul Johnson,Consumer,India,New York,P1001,Laptop,5,988.47
3184,ORD1514,16-06-2025,20-06-2025,First Class,CUST2188,David Davis,Consumer,Germany,Toronto,P1007,Router,10,509.88
3185,ORD1301,10-06-2023,11-06-2023,Same Day,CUST1615,Michael Gupta,Corporate,Germany,Bangalore,P1001,Laptop,6,828.19
3186,ORD2041,18-02-2023,27-02-2023,First Class,CUST2975,Jane Smith,Home Office,USA,Bangalore,P1008,SSD,9,3765.52
3187,ORD1446,10-02-2023,11-02-2023,Standard Class,CUST1245,Sneha Sharma,Consumer,USA,London,P1001,Laptop,9,3667.88
3188,ORD1868,22-10-2024,30-10-2024,First Class,CUST2161,Robert Patel,Home Office,Canada,Pune,P1008,SSD,8,870.21
3189,ORD2347,13-11-2023,21-11-2023,Invalid Mode,CUST2184,David Sharma,Home Office,USA,Bangalore,P1001,Laptop,3,3573.1
3190,ORD1775,29-12-2023,05-01-2024,Standard Class,CUST2368,David Sharma,Home Office,USA,London,P1005,Headphones,2,2354.42
3191,ORD2013,28-07-2023,03-08-2023,First Class,CUST1443,Chris Gupta,Corporate,Germany,Toronto,P1002,Keyboard,6,3533
3192,ORD2159,05-01-2024,15-01-2024,First Class,CUST2686,John Smith,Home Office,USA,Bangalore,P1007,Router,8,3732.58
3193,ORD1314,06-07-2023,16-07-2023,First Class,CUST3112,David Brown,Consumer,India,Delhi,P1007,Router,3,4855.27
3194,ORD1261,30-11-2023,02-12-2023,First Class,CUST2446,Priya Miller,Home Office,UK,Bangalore,P1005,Headphones,8,3223.81
3195,ORD1470,11-05-2024,18-05-2024,Standard Class,CUST2118,Jane Wilson,Consumer,Canada,New York,P1007,Router,4,334.22
3196,ORD2267,16-05-2025,24-05-2025,Standard Class,CUST1903,Chris Gupta,Consumer,USA,Delhi,P1001,Laptop,2,129.9
3197,ORD1410,06-01-2024,09-01-2024,Second Class,CUST3482,Michael Brown,Home Office,UK,Mumbai,P1005,Headphones,2,3595.68
3198,ORD2379,14-11-2024,19-11-2024,Second Class,CUST3281,David Smith,Corporate,Canada,London,P1007,Router,4,3037.11
3199,ORD2117,24-04-2024,03-05-2024,First Class,CUST3043,Robert Gupta,Home Office,Germany,Mumbai,P1004,Monitor,1,4756.88
3200,ORD1897,01-06-2024,04-06-2024,First Class,CUST2635,Robert Sharma,Corporate,Germany,New York,P1005,Headphones,9,1148.81
3201,ORD2401,19-04-2025,20-04-2025,Second Class,CUST3121,Robert Taylor,Consumer,UK,Mumbai,P1005,Headphones,9,1668.55
3202,,05-07-2023,11-07-2023,Second Class,CUST3338,Priya Brown,Corporate,Canada,Delhi,P1007,Router,4,4045.61
3203,ORD1292,02-12-2023,10-12-2023,Same Day,CUST2003,,Home Office,Canada,Delhi,P1003,Mouse,8,4806.67
3204,ORD2490,29-11-2024,04-12-2024,Second Class,CUST1788,Chris Davis,Corporate,UK,Toronto,P1008,SSD,7,2018.9
3205,ORD1094,28-12-2023,30-12-2023,Same Day,CUST1356,Amit Smith,Corporate,Germany,Toronto,P1005,Headphones,3,2535.66
3206,ORD2124,31-01-2024,09-02-2024,Second Class,CUST2113,David Miller,Corporate,India,Bangalore,P1008,SSD,10,1833.12
3207,ORD2065,13-03-2024,23-03-2024,Same Day,CUST1355,Sarah Wilson,Corporate,India,Bangalore,P1006,Printer,4,4350.69
